order_id,customer_id,order_date,revenue
ORD000231,CUST00231,2025-07-17,41.52
ORD000232,CUST00232,2025-08-28,191.91
ORD000233,CUST00233,2025-05-24,292.32
ORD000234,CUST00234,2025-04-07,95.02
ORD000235,CUST00235,2025-07-20,90.5
ORD000236,CUST00236,2025-05-04,108.02
ORD000237,CUST00237,2025-07-06,217.06
ORD000238,CUST00238,2025-11-22,47.56
ORD000239,CUST00239,2025-12-15,121.64
ORD000240,CUST00240,2025-09-16,194.77
ORD000241,CUST00241,2025-05-28,145.11
ORD000242,CUST00242,2025-09-09,4.05
ORD000243,CUST00243,2025-12-12,162.49
ORD000244,CUST00244,2025-05-27,146.07
ORD000245,CUST00245,2025-05-28,244.35
ORD000246,CUST00246,2025-12-18,277.73
ORD000247,CUST00247,2025-07-18,236.56
ORD000248,CUST00248,2025-11-04,108.44
ORD000249,CUST00249,2025-05-08,23.21
ORD000250,CUST00250,2025-02-08,90.01
ORD000251,CUST00251,2025-12-04,105.98
ORD000252,CUST00252,2025-12-26,289.98
ORD000253,CUST00253,2025-05-09,56.37
ORD000254,CUST00254,2025-09-24,31.99
ORD000255,CUST00255,2025-05-31,73.67
ORD000256,CUST00256,2025-10-25,58.93
ORD000257,CUST00257,2025-04-09,29.1
ORD000258,CUST00258,2025-09-20,96.55
ORD000259,CUST00259,2025-09-09,108.99
ORD000260,CUST00260,2025-05-24,27.47
ORD000261,CUST00261,2025-12-12,81.14
ORD000262,CUST00262,2025-04-22,55.88
ORD000263,CUST00263,2025-03-01,111.56
ORD000264,CUST00264,2025-01-02,119.53
ORD000265,CUST00265,2025-10-31,55.89
ORD000266,CUST00266,2025-09-11,206.61
ORD000267,CUST00267,2025-05-20,104.28
ORD000268,CUST00268,2025-02-06,58.1
ORD000269,CUST00269,2025-06-09,25.76
ORD000270,CUST00270,2025-01-09,124.08
ORD000271,CUST00271,2025-08-21,145.84
ORD000272,CUST00272,2025-04-09,70.48
ORD000273,CUST00273,2025-05-27,114.1
ORD000274,CUST00274,2025-10-31,277.72
ORD000275,CUST00275,2025-07-27,185.88
ORD000276,CUST00276,2025-05-11,11.0
ORD000277,CUST00277,2025-06-01,57.55
ORD000278,CUST00278,2025-02-23,93.12
ORD000279,CUST00279,2025-04-30,108.55
ORD000280,CUST00280,2025-06-10,115.87
ORD000281,CUST00281,2025-04-26,139.59
ORD000282,CUST00282,2025-03-16,95.44
ORD000283,CUST00283,2025-04-23,104.09
ORD000284,CUST00284,2025-04-14,192.24
ORD000285,CUST00285,2025-12-06,125.79
ORD000286,CUST00286,2025-09-11,38.47
ORD000287,CUST00287,2025-08-15,111.04
ORD000288,CUST00288,2025-04-22,93.31
ORD000289,CUST00289,2025-04-09,16.25
ORD000290,CUST00290,2025-06-02,115.15
ORD000291,CUST00291,2025-12-15,43.19
ORD000292,CUST00292,2025-12-04,194.1
ORD000293,CUST00293,2025-07-13,138.23
ORD000294,CUST00294,2025-11-06,36.56
ORD000295,CUST00295,2025-06-12,188.38
ORD000296,CUST00296,2025-07-27,246.88
ORD000297,CUST00297,2025-06-18,85.0
ORD000298,CUST00298,2025-06-10,92.9
ORD000299,CUST00299,2025-03-09,176.44
ORD000300,CUST00300,2025-10-16,235.18
ORD000301,CUST00301,2025-10-04,21.56
ORD000302,CUST00302,2025-10-31,40.57
ORD000303,CUST00303,2025-05-15,74.79
ORD000304,CUST00304,2025-07-14,81.22
ORD000305,CUST00305,2025-05-08,173.1
ORD000306,CUST00306,2025-02-02,235.96
ORD000307,CUST00307,2025-06-25,247.31
ORD000308,CUST00308,2025-01-22,21.01
ORD000309,CUST00309,2025-08-26,53.24
ORD000310,CUST00310,2025-06-07,64.27
ORD000311,CUST00311,2025-02-07,53.06
ORD000312,CUST00312,2025-08-18,137.94
ORD000313,CUST00313,2025-12-31,149.43
ORD000314,CUST00314,2025-02-20,103.15
ORD000315,CUST00315,2025-09-21,96.17
ORD000316,CUST00316,2025-10-10,77.3
ORD000317,CUST00317,2025-01-27,84.42
ORD000318,CUST00318,2025-08-14,275.74
ORD000319,CUST00319,2025-10-04,164.45
ORD000320,CUST00320,2025-10-13,79.57
ORD000321,CUST00321,2025-04-07,94.81
ORD000322,CUST00322,2025-10-11,140.12
ORD000323,CUST00323,2025-11-13,36.55
ORD000324,CUST00324,2025-10-31,113.79
ORD000325,CUST00325,2025-05-27,158.46
ORD000326,CUST00326,2025-01-04,145.09
ORD000327,CUST00327,2025-02-04,54.12
ORD000328,CUST00328,2025-07-11,62.72
ORD000329,CUST00329,2025-02-18,14.2
ORD000330,CUST00330,2025-01-17,169.75
ORD000331,CUST00331,2025-06-21,350.69
ORD000332,CUST00332,2025-08-08,47.92
ORD000333,CUST00333,2025-06-07,209.61
ORD000334,CUST00334,2025-02-15,331.33
ORD000335,CUST00335,2025-01-06,71.52
ORD000336,CUST00336,2025-04-09,94.91
ORD000337,CUST00337,2025-08-21,122.94
ORD000338,CUST00338,2025-02-06,141.97
ORD000339,CUST00339,2025-10-07,127.6
ORD000340,CUST00340,2025-12-15,75.96
ORD000341,CUST00341,2025-10-29,156.82
ORD000342,CUST00342,2025-06-30,77.32
ORD000343,CUST00343,2025-04-05,133.69
ORD000344,CUST00344,2025-04-09,100.48
ORD000345,CUST00345,2025-07-07,18.76
ORD000346,CUST00346,2025-04-26,229.68
ORD000347,CUST00347,2025-07-10,64.1
ORD000348,CUST00348,2025-09-10,244.45
ORD000349,CUST00349,2025-06-10,204.23
ORD000350,CUST00350,2025-09-13,120.37
ORD000351,CUST00351,2025-11-19,147.02
ORD000352,CUST00352,2025-05-08,159.18
ORD000353,CUST00353,2025-01-18,88.54
ORD000354,CUST00354,2025-10-08,91.71
ORD000355,CUST00355,2025-08-11,154.04
ORD000356,CUST00356,2025-02-23,101.27
ORD000357,CUST00357,2025-02-27,76.15
ORD000358,CUST00358,2025-11-19,54.85
ORD000359,CUST00359,2025-12-26,136.39
ORD000360,CUST00360,2025-06-23,62.41
ORD000361,CUST00361,2025-10-07,182.06
ORD000362,CUST00362,2025-04-24,192.23
ORD000363,CUST00363,2025-10-15,146.25
ORD000364,CUST00364,2025-12-08,167.36
ORD000365,CUST00365,2025-05-31,146.54
ORD000366,CUST00366,2025-05-07,175.32
ORD000367,CUST00367,2025-06-04,170.42
ORD000368,CUST00368,2025-09-30,131.41
ORD000369,CUST00369,2025-04-14,205.91
ORD000370,CUST00370,2025-10-26,90.89
ORD000371,CUST00371,2025-09-03,56.25
ORD000372,CUST00372,2025-06-25,53.89
ORD000373,CUST00373,2025-02-08,81.22
ORD000374,CUST00374,2025-06-19,15.99
ORD000375,CUST00375,2025-09-04,119.54
ORD000376,CUST00376,2025-01-26,160.6
ORD000377,CUST00377,2025-12-21,190.46
ORD000378,CUST00378,2025-11-02,23.05
ORD000379,CUST00379,2025-01-13,55.36
ORD000380,CUST00380,2025-11-12,178.46
ORD000381,CUST00381,2025-11-09,88.78
ORD000382,CUST00382,2025-02-05,158.2
ORD000383,CUST00383,2025-06-22,34.86
ORD000384,CUST00384,2025-01-20,242.61
ORD000385,CUST00385,2025-11-17,32.38
ORD000386,CUST00386,2025-09-21,117.11
ORD000387,CUST00387,2025-05-22,119.24
ORD000388,CUST00388,2025-05-23,69.98
ORD000389,CUST00389,2025-04-02,142.78
ORD000390,CUST00390,2025-12-20,145.53
ORD000391,CUST00391,2025-11-18,135.07
ORD000392,CUST00392,2025-10-15,68.97
ORD000393,CUST00393,2025-08-03,58.81
ORD000394,CUST00394,2025-12-08,74.88
ORD000395,CUST00395,2025-02-20,52.44
ORD000396,CUST00396,2025-06-02,212.05
ORD000397,CUST00397,2025-07-05,79.95
ORD000398,CUST00398,2025-03-04,114.78
ORD000399,CUST00399,2025-07-09,177.99
ORD000400,CUST00400,2025-05-05,50.32
ORD000401,CUST00401,2025-05-30,31.11
ORD000402,CUST00402,2025-11-10,52.59
ORD000403,CUST00403,2025-02-27,123.69
ORD000404,CUST00404,2025-12-08,117.91
ORD000405,CUST00405,2025-11-01,134.89
ORD000406,CUST00406,2025-06-29,95.1
ORD000407,CUST00407,2025-06-19,6.82
ORD000408,CUST00408,2025-11-22,92.9
ORD000409,CUST00409,2025-09-28,193.64
ORD000410,CUST00410,2025-02-23,226.38
ORD000411,CUST00411,2025-04-11,109.47
ORD000412,CUST00412,2025-09-21,118.22
ORD000413,CUST00413,2025-02-22,156.24
ORD000414,CUST00414,2025-03-01,222.3
ORD000415,CUST00415,2025-04-18,102.71
ORD000416,CUST00416,2025-01-05,154.79
ORD000417,CUST00417,2025-04-13,66.6
ORD000418,CUST00418,2025-07-15,35.54
ORD000419,CUST00419,2025-09-19,72.24
ORD000420,CUST00420,2025-12-31,255.06
ORD000421,CUST00421,2025-12-16,156.88
ORD000422,CUST00422,2025-02-16,38.66
ORD000423,CUST00423,2025-12-21,161.74
ORD000424,CUST00424,2025-11-07,41.35
ORD000425,CUST00425,2025-11-04,133.63
ORD000426,CUST00426,2025-05-24,48.71
ORD000427,CUST00427,2025-09-26,36.72
ORD000428,CUST00428,2025-05-04,282.18
ORD000429,CUST00429,2025-04-16,79.9
ORD000430,CUST00430,2025-06-07,154.99
ORD000431,CUST00431,2025-05-27,105.77
ORD000432,CUST00432,2025-05-25,44.27
ORD000433,CUST00433,2025-04-30,86.43
ORD000434,CUST00434,2025-11-15,44.61
ORD000435,CUST00435,2025-10-02,411.61
ORD000436,CUST00436,2025-04-02,173.63
ORD000437,CUST00437,2025-02-27,104.36
ORD000438,CUST00438,2025-12-12,149.51
ORD000439,CUST00439,2025-08-17,166.35
ORD000440,CUST00440,2025-04-27,166.64
ORD000441,CUST00441,2025-11-14,161.98
ORD000442,CUST00442,2025-10-06,153.87
ORD000443,CUST00443,2025-05-07,110.51
ORD000444,CUST00444,2025-05-09,268.6
ORD000445,CUST00445,2025-02-27,115.55
ORD000446,CUST00446,2025-05-02,106.54
ORD000447,CUST00447,2025-01-01,116.25
ORD000448,CUST00448,2025-08-27,122.11
ORD000449,CUST00449,2025-10-17,23.24
ORD000450,CUST00450,2025-04-06,52.15
ORD000451,CUST00451,2025-05-06,95.1
ORD000452,CUST00452,2025-04-28,22.08
ORD000453,CUST00453,2025-02-17,104.24
ORD000454,CUST00454,2025-03-30,121.0
ORD000455,CUST00455,2025-08-25,34.1
ORD000456,CUST00456,2025-09-29,62.97
ORD000457,CUST00457,2025-07-08,232.23
ORD000458,CUST00458,2025-07-11,150.53
ORD000459,CUST00459,2025-03-10,144.84
ORD000460,CUST00460,2025-10-05,214.38
ORD000461,CUST00461,2025-12-15,52.99
ORD000462,CUST00462,2025-09-04,34.2
ORD000463,CUST00463,2025-03-17,196.17
ORD000464,CUST00464,2025-06-03,97.06
ORD000465,CUST00465,2025-05-24,51.83
ORD000466,CUST00466,2025-03-27,23.05
ORD000467,CUST00467,2025-07-04,117.18
ORD000468,CUST00468,2025-10-12,89.04
ORD000469,CUST00469,2025-08-08,78.08
ORD000470,CUST00470,2025-03-10,10.02
ORD000471,CUST00471,2025-02-16,266.38
ORD000472,CUST00472,2025-04-04,28.53
ORD000473,CUST00473,2025-08-26,83.9
ORD000474,CUST00474,2025-07-23,73.67
ORD000475,CUST00475,2025-08-06,153.55
ORD000476,CUST00476,2025-12-07,23.31
ORD000477,CUST00477,2025-02-08,141.46
ORD000478,CUST00478,2025-04-10,117.59
ORD000479,CUST00479,2025-10-16,60.52
ORD000480,CUST00480,2025-09-11,138.11
ORD000481,CUST00481,2025-08-10,104.11
ORD000482,CUST00482,2025-12-23,306.7
ORD000483,CUST00483,2025-01-23,88.98
ORD000484,CUST00484,2025-09-07,46.26
ORD000485,CUST00485,2025-01-10,142.41
ORD000486,CUST00486,2025-09-03,80.89
ORD000487,CUST00487,2025-11-21,102.61
ORD000488,CUST00488,2025-04-10,34.46
ORD000489,CUST00489,2025-10-17,155.12
ORD000490,CUST00490,2025-06-29,71.24
ORD000491,CUST00491,2025-08-11,123.97
ORD000492,CUST00492,2025-09-07,355.08
ORD000493,CUST00493,2025-05-27,85.2
ORD000494,CUST00494,2025-04-06,169.36
ORD000495,CUST00495,2025-09-14,89.64
ORD000496,CUST00496,2025-11-21,61.19
ORD000497,CUST00497,2025-01-04,237.4
ORD000498,CUST00498,2025-01-16,16.58
ORD000499,CUST00499,2025-10-07,198.51
ORD000500,CUST00500,2025-12-02,14.38
ORD000501,CUST00501,2025-09-04,185.41
ORD000502,CUST00502,2025-09-15,103.74
ORD000503,CUST00503,2025-06-09,46.37
ORD000504,CUST00504,2025-12-06,75.02
ORD000505,CUST00505,2025-06-01,163.36
ORD000506,CUST00506,2025-06-27,334.31
ORD000507,CUST00507,2025-06-12,24.28
ORD000508,CUST00508,2025-02-02,48.86
ORD000509,CUST00509,2025-06-28,31.64
ORD000510,CUST00510,2025-04-11,89.1
ORD000511,CUST00511,2025-09-25,188.66
ORD000512,CUST00512,2025-11-19,27.67
ORD000513,CUST00513,2025-03-06,101.76
ORD000514,CUST00514,2025-06-17,184.77
ORD000515,CUST00515,2025-11-26,74.18
ORD000516,CUST00516,2025-02-12,118.35
ORD000517,CUST00517,2025-02-13,226.34
ORD000518,CUST00518,2025-10-12,41.38
ORD000519,CUST00519,2025-01-12,18.62
ORD000520,CUST00520,2025-04-05,128.61
ORD000521,CUST00521,2025-10-29,131.07
ORD000522,CUST00522,2025-09-10,70.23
ORD000523,CUST00523,2025-08-30,59.8
ORD000524,CUST00524,2025-02-04,105.25
ORD000525,CUST00525,2025-08-03,40.72
ORD000526,CUST00526,2025-12-03,40.78
ORD000527,CUST00527,2025-03-31,162.65
ORD000528,CUST00528,2025-09-21,38.28
ORD000529,CUST00529,2025-04-03,19.92
ORD000530,CUST00530,2025-03-31,59.7
ORD000531,CUST00531,2025-04-25,71.57
ORD000532,CUST00532,2025-04-15,141.45
ORD000533,CUST00533,2025-07-15,63.99
ORD000534,CUST00534,2025-11-10,250.93
ORD000535,CUST00535,2025-04-24,109.21
ORD000536,CUST00536,2025-03-16,53.12
ORD000537,CUST00537,2025-08-05,137.43
ORD000538,CUST00538,2025-10-04,248.11
ORD000539,CUST00539,2025-09-06,159.71
ORD000540,CUST00540,2025-06-13,26.08
ORD000541,CUST00541,2025-12-23,76.43
ORD000542,CUST00542,2025-07-11,122.64
ORD000543,CUST00543,2025-08-15,155.34
ORD000544,CUST00544,2025-06-26,89.51
ORD000545,CUST00545,2025-04-09,80.41
ORD000546,CUST00546,2025-02-05,305.28
ORD000547,CUST00547,2025-04-06,161.28
ORD000548,CUST00548,2025-06-01,137.72
ORD000549,CUST00549,2025-05-31,66.17
ORD000550,CUST00550,2025-07-09,40.2
ORD000551,CUST00551,2025-08-12,139.36
ORD000552,CUST00552,2025-02-06,173.03
ORD000553,CUST00553,2025-09-25,102.25
ORD000554,CUST00554,2025-07-02,161.56
ORD000555,CUST00555,2025-01-13,164.3
ORD000556,CUST00556,2025-10-06,180.6
ORD000557,CUST00557,2025-08-05,25.63
ORD000558,CUST00558,2025-12-21,78.11
ORD000559,CUST00559,2025-12-27,145.07
ORD000560,CUST00560,2025-10-13,106.45
ORD000561,CUST00561,2025-09-30,164.64
ORD000562,CUST00562,2025-03-03,137.66
ORD000563,CUST00563,2025-03-25,10.98
ORD000564,CUST00564,2025-08-05,209.15
ORD000565,CUST00565,2025-12-08,70.72
ORD000566,CUST00566,2025-07-06,50.52
ORD000567,CUST00567,2025-01-19,204.69
ORD000568,CUST00568,2025-06-26,156.36
ORD000569,CUST00569,2025-04-10,223.32
ORD000570,CUST00570,2025-08-21,123.58
ORD000571,CUST00571,2025-03-17,77.34
ORD000572,CUST00572,2025-09-22,113.82
ORD000573,CUST00573,2025-10-11,43.12
ORD000574,CUST00574,2025-07-25,30.88
ORD000575,CUST00575,2025-08-11,62.27
ORD000576,CUST00576,2025-02-21,266.42
ORD000577,CUST00577,2025-12-05,67.44
ORD000578,CUST00578,2025-05-24,20.39
ORD000579,CUST00579,2025-03-10,91.39
ORD000580,CUST00580,2025-04-09,66.73
ORD000581,CUST00581,2025-01-25,211.6
ORD000582,CUST00582,2025-02-22,254.51
ORD000583,CUST00583,2025-05-31,74.63
ORD000584,CUST00584,2025-05-24,123.49
ORD000585,CUST00585,2025-02-26,130.73
ORD000586,CUST00586,2025-02-08,99.05
ORD000587,CUST00587,2025-04-19,86.31
ORD000588,CUST00588,2025-06-30,47.7
ORD000589,CUST00589,2025-02-11,17.04
ORD000590,CUST00590,2025-07-05,47.46
ORD000591,CUST00591,2025-08-11,96.52
ORD000592,CUST00592,2025-05-02,27.72
ORD000593,CUST00593,2025-05-13,119.04
ORD000594,CUST00594,2025-06-12,107.97
ORD000595,CUST00595,2025-08-03,66.82
ORD000596,CUST00596,2025-08-09,83.58
ORD000597,CUST00597,2025-08-23,32.7
ORD000598,CUST00598,2025-11-27,178.49
ORD000599,CUST00599,2025-05-26,176.5
ORD000600,CUST00600,2025-08-27,38.3
ORD000601,CUST00601,2025-03-17,39.31
ORD000602,CUST00602,2025-01-09,48.0
ORD000603,CUST00603,2025-03-15,149.93
ORD000604,CUST00604,2025-09-10,130.45
ORD000605,CUST00605,2025-08-18,203.19
ORD000606,CUST00606,2025-01-07,218.02
ORD000607,CUST00607,2025-06-23,25.24
